         2156267 function calls (2116685 primitive calls) in 15.867 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1674    0.001    0.000    0.005    0.000 rendering.py:193(disable)
     1581    0.001    0.000    0.002    0.000 lines.py:635(axes)
      279    0.001    0.000    1.590    0.006 __init__.py:319(flip)
2377/1075    0.001    0.000    0.057    0.000 _base.py:660(get_xaxis_transform)
      263    0.001    0.000    0.002    0.000 03_DQN_training.py:101(get_exploration_rate)
      104    0.001    0.000    0.002    0.000 ticker.py:730(_set_order_of_magnitude)
     1023    0.001    0.000    0.005    0.000 transforms.py:2553(__init__)
    10769    0.001    0.000    0.002    0.000 mathtext.py:2839(<genexpr>)
      279    0.001    0.000    0.006    0.000 transforms.py:194(__init__)
      280    0.001    0.000    0.008    0.000 ticker.py:1963(_staircase)
        2    0.001    0.001    0.023    0.011 win32.py:4(<module>)
      279    0.001    0.000    0.045    0.000 Image.py:2552(frombuffer)
     3971    0.001    0.000    0.004    0.000 artist.py:182(convert_yunits)
     2729    0.001    0.000    0.006    0.000 __init__.py:358(__getattr__)
  252/230    0.001    0.000    0.064    0.000 axis.py:588(_get_tick2line)
     1557    0.001    0.000    0.002    0.000 lines.py:1271(set_markersize)
     2978    0.001    0.000    0.090    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
      959    0.001    0.000    0.002    0.000 __init__.py:1373(is_math_text)
      487    0.001    0.000    0.007    0.000 axis.py:500(update_position)
        1    0.001    0.001    0.070    0.070 _backend_tk.py:944(new_figure_manager_given_figure)
      259    0.001    0.000    0.007    0.000 _base.py:684(get_xaxis_text1_transform)
2314/1040    0.001    0.000    0.052    0.000 _base.py:736(get_yaxis_transform)
      323    0.001    0.000    0.001    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
      565    0.001    0.000    0.020    0.000 transforms.py:1470(transform_point)
2116/1170    0.001    0.000    0.002    0.000 transforms.py:2357(<lambda>)
      470    0.001    0.000    0.006    0.000 axis.py:617(update_position)
     2015    0.001    0.000    0.001    0.000 {built-in method builtins.max}
     3829    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      259    0.001    0.000    0.024    0.000 axis.py:442(_get_text2)
      132    0.001    0.000    0.003    0.000 numeric.py:2256(within_tol)
       64    0.001    0.000    0.008    0.000 optimizer.py:159(zero_grad)
      161    0.001    0.000    0.003    0.000 cycler.py:349(by_key)
     4003    0.001    0.000    0.001    0.000 artist.py:199(axes)
      210    0.001    0.000    0.272    0.001 axis.py:819(cla)
      858    0.001    0.000    0.003    0.000 transforms.py:1776(transform_affine)
      806    0.001    0.000    0.002    0.000 font_manager.py:1081(<listcomp>)
        9    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
      252    0.001    0.000    0.022    0.000 axis.py:558(_get_text2)
      279    0.001    0.000    0.022    0.000 Image.py:807(frombytes)
     5234    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       96    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
     1020    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      759    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
      252    0.001    0.000    0.006    0.000 _base.py:760(get_yaxis_text1_transform)
     1116    0.001    0.000    0.014    0.000 lib.py:116(errcheck_glend)
      614    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
     1898    0.001    0.000    0.001    0.000 artist.py:373(get_transform)
      279    0.001    0.000    0.001    0.000 win32.py:93(start)
      208    0.001    0.000    0.003    0.000 _methods.py:63(_clip_dep_is_scalar_nan)
      155    0.001    0.000    2.152    0.014 conv.py:334(conv2d_forward)
       19    0.001    0.000    0.003    0.000 enum.py:124(__new__)
   246/38    0.001    0.000    0.003    0.000 abc.py:196(__subclasscheck__)
     1457    0.001    0.000    0.002    0.000 font_manager.py:744(set_family)
     1139    0.001    0.000    0.002    0.000 text.py:918(set_color)
        1    0.001    0.001    0.002    0.002 s3tc.py:39(<module>)
     1151    0.001    0.000    0.002    0.000 text.py:934(set_horizontalalignment)
       33    0.001    0.000    0.001    0.000 {method 'copy_' of 'torch._C._TensorBase' objects}
     1557    0.001    0.000    0.002    0.000 lines.py:1228(set_markeredgewidth)
     1066    0.001    0.000    0.006    0.000 <__array_function__ internals>:2(concatenate)
     1920    0.001    0.000    0.002    0.000 font_manager.py:1233(<genexpr>)
      171    0.001    0.000    0.089    0.001 axis.py:289(draw)
      408    0.001    0.000    0.020    0.000 artist.py:1241(get_valid_values)
      280    0.001    0.000    0.002    0.000 ticker.py:512(__init__)
     1094    0.001    0.000    0.003    0.000 artist.py:1005(set_zorder)
      288    0.001    0.000    0.096    0.000 __init__.py:316(switch_to)
      759    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
        1    0.001    0.001    0.149    0.149 __init__.py:92(<module>)
      511    0.001    0.000    0.002    0.000 axis.py:198(_set_labelrotation)
      291    0.001    0.000    0.014    0.000 gl_info.py:87(set_active_context)
  284/142    0.001    0.000    0.004    0.000 units.py:142(get_converter)
  259/215    0.001    0.000    0.249    0.001 axis.py:1928(_get_tick)
      806    0.001    0.000    0.005    0.000 font_manager.py:1137(score_weight)
      280    0.001    0.000    0.003    0.000 axis.py:1635(set_major_locator)
      837    0.001    0.000    0.002    0.000 Image.py:2451(_check_size)
     4430    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
     1116    0.001    0.000    0.002    0.000 lib.py:108(errcheck_glbegin)
       40    0.001    0.000    0.001    0.000 {built-in method zeros_like}
      279    0.001    0.000    0.205    0.001 _asarray.py:141(ascontiguousarray)
        1    0.001    0.001    0.002    0.002 __init__.py:36(<module>)
    13132    0.001    0.000    0.001    0.000 {method 'bit_length' of 'int' objects}
     1557    0.001    0.000    0.002    0.000 lines.py:1038(set_antialiased)
      279    0.001    0.000    0.005    0.000 __init__.py:2031(get_color_buffer)
     1077    0.001    0.000    0.031    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
      156    0.001    0.000    0.003    0.000 patches.py:504(_bind_draw_path_function)
      279    0.001    0.000    0.002    0.000 Image.py:461(_getencoder)
       52    0.001    0.000    0.050    0.001 axis.py:2488(get_tick_space)
      130    0.001    0.000    0.006    0.000 abc.py:132(__new__)
     1139    0.001    0.000    0.002    0.000 text.py:1212(set_usetex)
     2914    0.001    0.000    0.002    0.000 font_manager.py:928(_normalize_font_family)
      558    0.001    0.000    0.001    0.000 Image.py:838(load)
       52    0.001    0.000    0.051    0.001 axis.py:2180(get_tick_space)
      265    0.001    0.000    0.001    0.000 text.py:41(get_rotation)
  252/208    0.001    0.000    0.229    0.001 axis.py:2218(_get_tick)
     1286    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
      535    0.001    0.000    0.043    0.000 lines.py:1021(get_path)
      248    0.001    0.000    0.001    0.000 module.py:587(__setattr__)
      723    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     3013    0.001    0.000    0.004    0.000 _asarray.py:88(asanyarray)
      259    0.001    0.000    0.005    0.000 _base.py:710(get_xaxis_text2_transform)
      926    0.001    0.000    0.001    0.000 ntpath.py:122(splitdrive)
      800    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
       60    0.001    0.000    0.002    0.000 function_base.py:37(linspace)
      320    0.001    0.000    0.029    0.000 backend_agg.py:241(_get_agg_font)
      800    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
     2303    0.001    0.000    0.001    0.000 text.py:1136(set_text)
     1482    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:403(cached)
        2    0.001    0.000    0.003    0.002 decoder.py:345(raw_decode)
       64    0.001    0.000    0.007    0.000 colors.py:729(from_list)
      292    0.001    0.000    0.003    0.000 shape_base.py:24(atleast_1d)
      280    0.001    0.000    0.023    0.000 ticker.py:1896(__init__)
      879    0.001    0.000    0.005    0.000 fromnumeric.py:2629(amin)
     5396    0.001    0.000    0.001    0.000 multiarray.py:707(dot)
     1448    0.001    0.000    0.001    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       64    0.001    0.000    0.001    0.000 {built-in method ones_like}
      422    0.001    0.000    0.003    0.000 copy.py:66(copy)
      226    0.001    0.000    0.048    0.000 sre_compile.py:557(compile)
      706    0.001    0.000    0.010    0.000 <__array_function__ internals>:2(broadcast_arrays)
      342    0.001    0.000    0.008    0.000 markers.py:768(_set_tickdown)
     6963    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      252    0.001    0.000    0.005    0.000 _base.py:786(get_yaxis_text2_transform)
       81    0.001    0.000    0.007    0.000 typing.py:922(__new__)
     1918    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
     1620    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
     1557    0.001    0.000    0.002    0.000 lines.py:1213(set_markeredgecolor)
      226    0.001    0.000    0.004    0.000 sre_compile.py:482(_compile_info)
      104    0.001    0.000    0.001    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
      259    0.001    0.000    0.003    0.000 axis.py:411(apply_tickdir)
       64    0.001    0.000    0.001    0.000 {built-in method broadcast_tensors}
  156/112    0.001    0.000    0.293    0.003 axis.py:945(set_clip_path)
      892    0.001    0.000    0.005    0.000 fromnumeric.py:2504(amax)
      140    0.001    0.000    0.087    0.001 axis.py:862(set_tick_params)
      279    0.001    0.000    0.077    0.000 __init__.py:715(_get_data)
      429    0.001    0.000    0.009    0.000 tokenize.py:492(_tokenize)
 1032/990    0.001    0.000    0.001    0.000 typing.py:1164(__setattr__)
      263    0.001    0.000    0.001    0.000 03_DQN_training.py:66(push)
     7646    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       48    0.001    0.000    0.017    0.000 __init__.py:357(namedtuple)
      730    0.001    0.000    0.012    0.000 <__array_function__ internals>:2(column_stack)
      773    0.001    0.000    0.114    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
      317    0.001    0.000    0.025    0.000 overrides.py:154(decorator)
      287    0.001    0.000    0.003    0.000 overrides.py:72(verify_matching_signatures)
       12    0.001    0.000    0.016    0.001 artist.py:1213(get_aliases)
      402    0.001    0.000    0.092    0.000 axis.py:230(set_clip_path)
      328    0.001    0.000    0.007    0.000 markers.py:748(_set_tickleft)
     2978    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      318    0.001    0.000    0.011    0.000 text.py:257(update_from)
      805    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:147(__enter__)
      252    0.001    0.000    0.003    0.000 axis.py:528(apply_tickdir)
      236    0.001    0.000    0.002    0.000 random.py:173(randrange)
     1614    0.001    0.000    0.019    0.000 artist.py:1319(is_alias)
      342    0.001    0.000    0.006    0.000 markers.py:762(_set_tickup)
      132    0.001    0.000    0.007    0.000 numeric.py:2179(isclose)
      591    0.001    0.000    0.013    0.000 transforms.py:2371(transform_affine)
     1630    0.001    0.000    0.001    0.000 {method 'values' of 'collections.OrderedDict' objects}
      279    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.raw_decoder}
      310    0.001    0.000    0.345    0.001 functional.py:904(relu)
      837    0.001    0.000    0.003    0.000 Image.py:629(__del__)
      104    0.001    0.000    0.001    0.000 ticker.py:1831(scale_range)
      155    0.001    0.000    2.152    0.014 conv.py:344(forward)
       64    0.001    0.000    2.004    0.031 03_DQN_training.py:208(get_current)
      279    0.001    0.000    0.003    0.000 fromnumeric.py:603(transpose)
       78    0.001    0.000    0.017    0.000 patches.py:563(draw)
      723    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      279    0.001    0.000    0.106    0.000 transforms.py:199(__call__)
      188    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
       26    0.001    0.000    0.499    0.019 axis.py:1195(draw)
      528    0.001    0.000    0.001    0.000 __init__.py:205(process)
       47    0.001    0.000    0.008    0.000 _base.py:3161(set_xlim)
      280    0.001    0.000    0.005    0.000 shape_base.py:285(hstack)
      730    0.001    0.000    0.001    0.000 shape_base.py:593(_column_stack_dispatcher)
      764    0.001    0.000    0.009    0.000 <__array_function__ internals>:2(round_)
      226    0.001    0.000    0.026    0.000 sre_parse.py:844(parse)
       64    0.001    0.000    3.960    0.062 __init__.py:44(backward)
      123    0.001    0.000    0.003    0.000 transforms.py:1025(get_points)
      444    0.001    0.000    0.002    0.000 path.py:159(_fast_from_codes_and_verts)
     6963    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
      723    0.001    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
        1    0.001    0.001    0.001    0.001 request.py:2110(FancyURLopener)
       52    0.001    0.000    0.163    0.003 axis.py:1404(get_major_ticks)
       52    0.001    0.000    0.060    0.001 axis.py:1326(get_minorticklocs)
      328    0.001    0.000    0.006    0.000 markers.py:754(_set_tickright)
       87    0.001    0.000    0.016    0.000 transforms.py:697(union)
  248/136    0.001    0.000    0.247    0.002 axis.py:658(__get__)
      323    0.001    0.000    0.006    0.000 textwrap.py:414(dedent)
      285    0.001    0.000    0.001    0.000 rendering.py:195(set_translation)
      764    0.001    0.000    0.005    0.000 fromnumeric.py:3079(around)
     2118    0.001    0.000    0.001    0.000 stride_tricks.py:266(<genexpr>)
        3    0.001    0.000    0.001    0.000 __init__.py:591(_client_to_window_size)
       52    0.001    0.000    0.053    0.001 axis.py:1149(<listcomp>)
     2348    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
     1446    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
