         2719936 function calls (2672071 primitive calls) in 31.928 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 weakref.py:480(pop)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2033(_loadtk)
        1    0.000    0.000    0.001    0.001 observer.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:10(<genexpr>)
        1    0.000    0.000    0.000    0.000 multi_binary.py:1(<module>)
      302    0.000    0.000    0.000    0.000 __init__.py:848(__iter__)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _backend_tk.py:357(enter_notify_event)
        1    0.000    0.000    0.000    0.000 vision.py:1(<module>)
        1    0.000    0.000    0.001    0.001 roi_align.py:1(<module>)
       63    0.000    0.000    0.000    0.000 _methods.py:44(_any)
       54    0.000    0.000    0.000    0.000 six.py:177(_add_module)
      125    0.000    0.000    0.000    0.000 artist.py:352(is_transform_set)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
       72    0.000    0.000    0.000    0.000 pyparsing.py:1769(get)
       17    0.000    0.000    0.000    0.000 cycler.py:529(_cycler)
       22    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C._TensorBase' objects}
       17    0.000    0.000    0.000    0.000 transforms.py:1462(get_matrix)
       28    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5435(_escapeRegexRangeChars)
       46    0.000    0.000    0.000    0.000 constraint_registry.py:87(register)
        4    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
       23    0.000    0.000    0.002    0.000 overrides.py:200(decorator)
       16    0.000    0.000    0.000    0.000 module.py:204(compute_should_use_set_data)
        2    0.000    0.000    0.005    0.003 _functions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:294(_set_has_exit)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       32    0.000    0.000    0.000    0.000 rcsetup.py:876(<genexpr>)
       68    0.000    0.000    0.000    0.000 ticker.py:1654(tick_values)
        1    0.000    0.000    0.000    0.000 types.py:247(BITMAPINFO)
       12    0.000    0.000    0.000    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
       34    0.000    0.000    0.000    0.000 _base.py:909(get_axes_locator)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
       71    0.000    0.000    0.000    0.000 text.py:253(get_rotation_mode)
        1    0.000    0.000    0.001    0.001 reductions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:21(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_event_mouseleave)
        1    0.000    0.000    0.000    0.000 patches.py:1969(BoxStyle)
        1    0.000    0.000    0.007    0.007 __init__.py:64(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
        1    0.000    0.000    0.002    0.002 afm.py:38(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
      257    0.000    0.000    0.000    0.000 hmac.py:11(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyplot.py:2059(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:186(_check_versions)
        1    0.000    0.000    0.000    0.000 artist.py:57(Artist)
        1    0.000    0.000    0.025    0.025 backend_tkagg.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1075(_make_netmask)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        2    0.000    0.000    0.000    0.000 utils.py:75(__call__)
        1    0.000    0.000    0.001    0.001 patches.py:154(contains_point)
        1    0.000    0.000    0.009    0.009 category.py:12(<module>)
        2    0.000    0.000    0.002    0.001 conv.py:323(__init__)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1512(_array_str_implementation)
       48    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       27    0.000    0.000    0.000    0.000 pyparsing.py:5079(__init__)
        3    0.000    0.000    0.000    0.000 figure.py:898(<genexpr>)
       19    0.000    0.000    0.000    0.000 enum.py:312(__getattr__)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        7    0.000    0.000    0.000    0.000 _backend_tk.py:726(createToolTip)
        1    0.000    0.000    0.000    0.000 __init__.py:2067(readprofile)
        1    0.000    0.000    0.000    0.000 __init__.py:3481(Image)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
       12    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
       16    0.000    0.000    0.000    0.000 figure.py:160(__contains__)
       51    0.000    0.000    0.000    0.000 axis.py:1855(get_label_position)
        1    0.000    0.000    0.000    0.000 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
      135    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.009    0.009 _backend_tk.py:490(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:2125(pack_configure)
        2    0.000    0.000    0.000    0.000 __init__.py:139(__new__)
        1    0.000    0.000    0.001    0.001 module.py:1(<module>)
        1    0.000    0.000    0.007    0.007 py3k.py:4(<module>)
        1    0.000    0.000    0.002    0.002 data_parallel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lib.py:36(<module>)
       99    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1099(_ip_int_from_string)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.004    0.004 font_manager.py:916(json_load)
       92    0.000    0.000    0.000    0.000 typing.py:1096(__hash__)
        3    0.000    0.000    0.000    0.000 __init__.py:311(set_vsync)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4487(__str__)
        1    0.000    0.000    0.000    0.000 geo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:102(_update_methods)
        2    0.000    0.000    0.001    0.000 inspect.py:760(findsource)
        2    0.000    0.000    0.000    0.000 transforms.py:2459(get_matrix)
        2    0.000    0.000    0.000    0.000 cm.py:77(<listcomp>)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:309(AbstractImage)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       10    0.000    0.000    0.003    0.000 pyparsing.py:5101(__init__)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.011    0.011 overrides.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:9(parse_kwargs)
        2    0.000    0.000    0.000    0.000 win32.py:179(create_context)
        3    0.000    0.000    0.000    0.000 __init__.py:673(_get_location)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
       16    0.000    0.000    0.000    0.000 inspect.py:2591(__init__)
        1    0.000    0.000    0.001    0.001 mlab.py:54(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1718(_parse_hextet)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.ConnectRegistry}
       20    0.000    0.000    0.000    0.000 deprecation.py:207(_deprecated_property)
        1    0.000    0.000    0.007    0.007 _ops.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ntpath.py:234(basename)
        1    0.000    0.000    0.003    0.003 __init__.py:184(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:57(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        5    0.000    0.000    0.000    0.000 __init__.py:163(add_encoders)
       18    0.000    0.000    0.000    0.000 deprecation.py:193(finalize)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4264(<genexpr>)
       22    0.000    0.000    0.000    0.000 pathlib.py:691(__str__)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 dict.py:5(Dict)
        1    0.000    0.000    0.002    0.002 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base.py:317(exit)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 backend_agg.py:61(RendererAgg)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
       37    0.000    0.000    0.000    0.000 codecs.py:259(__init__)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
       34    0.000    0.000    0.000    0.000 _add_newdocs.py:6710(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5654(<lambda>)
        1    0.000    0.000    0.001    0.001 relativedelta.py:2(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:1394(getint_event)
        1    0.000    0.000    0.001    0.001 lsun.py:1(<module>)
       12    0.000    0.000    0.000    0.000 re.py:249(escape)
       64    0.000    0.000    0.000    0.000 _base.py:376(<genexpr>)
       27    0.000    0.000    0.000    0.000 module.py:953(children)
        2    0.000    0.000    0.029    0.014 03_DQN_training.py:171(get_screen_width)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        2    0.000    0.000    0.000    0.000 transforms.py:2415(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:10(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:2244(IO)
      2/1    0.000    0.000    0.000    0.000 transforms.py:2320(frozen)
        1    0.000    0.000    0.073    0.073 backend_bases.py:3251(new_figure_manager)
       22    0.000    0.000    0.000    0.000 module.py:423(convert)
       11    0.000    0.000    0.001    0.000 enum.py:760(_missing_)
        1    0.000    0.000    0.007    0.007 _distributor_init.py:7(<module>)
       99    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:1349(_update_enter_leave)
        2    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        2    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.006    0.006 batchnorm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       92    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
       48    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        3    0.000    0.000    0.000    0.000 platform.py:923(uname)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3313(export)
        1    0.000    0.000    0.008    0.008 __init__.py:1263(script_method)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        7    0.000    0.000    0.000    0.000 wgl_info.py:67(have_extension)
       50    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 rcsetup.py:67(_listify_validator)
        1    0.000    0.000    0.000    0.000 transformer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
       41    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKeyEx}
       47    0.000    0.000    0.000    0.000 six.py:105(__init__)
       12    0.000    0.000    0.000    0.000 __init__.py:2295(<listcomp>)
        1    0.000    0.000    0.000    0.000 dialog.py:3(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:88(add)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.014    0.014 registration.py:95(make)
        2    0.000    0.000    0.002    0.001 frontend.py:127(<listcomp>)
       12    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.019    0.019 fontconfig_pattern.py:6(<module>)
       16    0.000    0.000    0.000    0.000 _pylab_helpers.py:116(<listcomp>)
        1    0.000    0.000    0.001    0.001 _six.py:21(<module>)
        1    0.000    0.000    0.001    0.001 densenet.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:91(remove)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
